Customer_ID,Visit_Date,Visit_Number,Total_Spend,Items_Purchased,Days_Since_Last_Visit,Age,Region,Product_Category,Product,SKU_ID,Engagement_Rate,Product_Satisfaction,Bounce_Rate,Conversion_Rate,Product_Purchase_Rate_by_Segment,Segmentation_Efficiency,Cart_Abandoned,City,City_Type,Churn_Risk,Visit_Month_Full,Group_Assignment,Group,Month
CUST-10042,2022-11-08,1.0,518.7881534608259,1.0,17.0,61.0,West,Sports & Outdoors,Dumbbells,SKU-3975,5.0,4.0,53.78,2.688427402627343,39.98,2.85,0.0,Dallas,Urban,False,2022-11,,,
CUST-10347,2022-08-08,1.0,173.7600064280176,4.0,35.0,41.0,South,Toys & Games,RC Car,SKU-8614,1.0,3.0,87.96,0.5891400555327083,42.21,3.39,1.0,Helena,Rural,True,2022-08,,,
CUST-10088,2022-11-11,2.0,623.4384264624377,4.0,20.0,35.0,West,Clothing,Jeans,SKU-7416,3.0,5.0,85.28,1.5349975005364802,53.63,3.66,1.0,San Francisco,Urban,True,2022-11,,,
CUST-10310,2023-01-17,1.0,635.0457220140357,4.0,30.0,33.0,Central,Clothing,T-Shirt,SKU-3746,3.0,2.0,54.71,2.6807952761432956,51.91,3.47,0.0,San Francisco,Urban,False,2023-01,,,
CUST-10101,2022-07-06,1.0,318.86905926106886,6.0,30.0,42.0,North,Toys & Games,Puzzle,SKU-7374,1.0,5.0,85.5,1.6815481774954668,36.68,2.83,1.0,Chicago,Urban,False,2022-07,,,
CUST-10152,2022-03-18,2.0,260.9625961388941,8.0,27.0,45.0,East,Beauty & Personal Care,Perfume,SKU-2057,3.0,5.0,47.75,2.809987469067087,12.14,3.36,0.0,New York,Urban,True,2022-03,,,
CUST-10068,2023-01-17,3.0,312.00654927144325,7.0,32.0,46.0,East,Sports & Outdoors,Yoga Mat,SKU-8845,1.0,5.0,81.41,1.9077215446569253,35.81,2.64,1.0,New York,Urban,False,2023-01,,,
CUST-10029,2022-12-13,1.0,650.142839351047,5.0,38.0,53.0,North,Electronics,Laptop,SKU-3670,3.0,5.0,69.59,2.237777800073676,56.71,2.59,1.0,San Francisco,Urban,True,2022-12,,,
CUST-10244,2022-08-02,4.0,179.55758409357824,4.0,33.0,47.0,North,Home & Kitchen,Vacuum Cleaner,SKU-4357,3.0,4.0,40.46,0.940783908710316,11.37,2.71,0.0,Boise,Rural,False,2022-08,,,
CUST-10084,2023-07-03,2.0,306.21314534665464,3.0,19.0,41.0,South,Clothing,Jeans,SKU-9753,3.0,5.0,57.34,2.436467402451745,42.44,4.12,0.0,Chicago,Urban,False,2023-07,,,
CUST-10288,2023-03-21,2.0,315.9087760298599,7.0,22.0,46.0,East,Toys & Games,RC Car,SKU-1375,3.0,4.0,45.6,2.202245119615824,10.03,1.06,0.0,Chicago,Urban,False,2023-03,,,
CUST-10073,2022-06-12,1.0,162.2657649424136,4.0,26.0,35.0,East,Books,Science Textbook,SKU-2714,2.0,5.0,68.88,0.621125882372517,36.61,4.03,1.0,Boise,Rural,True,2022-06,,,
CUST-10280,2023-03-28,3.0,249.59455418147544,9.0,27.0,47.0,East,Home & Kitchen,Blender,SKU-1160,3.0,5.0,64.89,0.6266179743917794,19.46,4.84,0.0,Boise,Rural,False,2023-03,,,
CUST-10165,2022-11-01,2.0,527.3496755440156,5.0,19.0,40.0,North,Sports & Outdoors,Yoga Mat,SKU-8069,2.0,5.0,89.26,1.7102015227889271,45.77,4.48,1.0,Dallas,Urban,False,2022-11,,,
CUST-10193,2022-08-23,1.0,222.0824643882397,5.0,25.0,37.0,Central,Books,Cookbook,SKU-1848,2.0,5.0,63.24,0.5784548992517276,22.95,4.99,1.0,Dover,Rural,True,2022-08,,,
CUST-10079,2022-04-08,1.0,220.1491159282712,1.0,29.0,24.0,East,Beauty & Personal Care,Perfume,SKU-8402,1.0,4.0,83.28,0.8252471908709512,43.9,2.5,1.0,Dover,Rural,True,2022-04,,,
CUST-10395,2023-06-20,1.0,292.6836752733602,6.0,14.0,55.0,South,Beauty & Personal Care,Shampoo,SKU-5268,2.0,5.0,68.35,2.774839888967482,41.14,2.31,1.0,Dallas,Urban,False,2023-06,,,
CUST-10157,2023-08-20,2.0,376.2293167129676,8.0,22.0,24.0,North,Beauty & Personal Care,Face Wash,SKU-7387,4.0,4.0,41.06,1.9797732288553664,50.94,2.94,0.0,Chicago,Urban,False,2023-08,,,
CUST-10326,2023-04-12,1.0,429.5875456266074,5.0,27.0,58.0,West,Toys & Games,Board Game,SKU-6918,1.0,5.0,81.83,1.6916717688851168,56.86,2.98,1.0,San Francisco,Urban,False,2023-04,,,
CUST-10062,2023-08-07,1.0,434.1195463644439,7.0,26.0,42.0,East,Clothing,Jacket,SKU-7256,4.0,4.0,56.67,2.750133618120572,48.94,4.04,0.0,San Francisco,Urban,False,2023-08,,,
CUST-10465,2023-07-19,1.0,200.24435232897483,5.0,18.0,25.0,West,Toys & Games,Puzzle,SKU-3163,1.0,4.0,83.69,0.5184317876475387,12.74,1.22,1.0,Dover,Rural,False,2023-07,,,
CUST-10181,2022-04-05,1.0,318.66413987802633,1.0,23.0,51.0,North,Electronics,Laptop,SKU-9990,4.0,4.0,28.05,2.807669337039383,27.25,2.96,0.0,Dallas,Urban,True,2022-04,,,
CUST-10461,2022-03-20,1.0,255.5261385574487,3.0,26.0,23.0,East,Home & Kitchen,Cookware Set,SKU-3824,2.0,4.0,73.92,1.159303864182411,54.91,3.18,1.0,Helena,Rural,True,2022-03,,,
CUST-10294,2023-01-15,1.0,507.4248308272297,6.0,38.0,62.0,Central,Clothing,Jacket,SKU-1937,1.0,5.0,80.41,1.9908661511576322,45.82,2.56,1.0,Dallas,Urban,False,2023-01,,,
CUST-10175,2023-07-25,1.0,297.8496432867181,5.0,13.0,35.0,Central,Home & Kitchen,Vacuum Cleaner,SKU-1325,4.0,4.0,36.66,2.809160600011852,16.38,1.89,0.0,San Francisco,Urban,False,2023-07,,,
CUST-10171,2023-04-04,1.0,249.43042296863769,4.0,27.0,28.0,South,Clothing,Jeans,SKU-8550,4.0,4.0,41.46,0.9751785139599077,15.92,4.86,0.0,Dover,Rural,False,2023-04,,,
CUST-10346,2023-06-14,1.0,419.3353977752026,6.0,36.0,26.0,Central,Home & Kitchen,Blender,SKU-8617,2.0,4.0,76.14,2.2586904491235744,34.43,2.78,1.0,San Francisco,Urban,False,2023-06,,,
CUST-10054,2022-07-21,3.0,246.0637840826676,6.0,29.0,50.0,Central,Sports & Outdoors,Dumbbells,SKU-2908,2.0,5.0,64.07,1.1819633763512858,48.97,1.44,1.0,Helena,Rural,False,2022-07,,,
CUST-10126,2022-05-31,1.0,322.68123848379525,7.0,33.0,41.0,South,Sports & Outdoors,Dumbbells,SKU-4240,3.0,4.0,46.1,2.7515670639407364,46.99,2.03,0.0,New York,Urban,False,2022-05,,,
CUST-10214,2023-02-17,3.0,501.8345397291126,8.0,33.0,51.0,South,Clothing,Jeans,SKU-1861,2.0,2.0,69.59,1.6789531182250328,17.17,2.51,1.0,New York,Urban,True,2023-02,,,
CUST-10117,2022-04-20,2.0,299.9396331701046,5.0,24.0,57.0,Central,Beauty & Personal Care,Shampoo,SKU-2858,2.0,3.0,63.01,1.8778255420478311,46.19,3.26,1.0,New York,Urban,False,2022-04,,,
CUST-10162,2022-09-06,2.0,458.2918835595068,5.0,20.0,38.0,Central,Electronics,Laptop,SKU-4854,3.0,2.0,55.35,1.8968989227833835,13.77,1.02,0.0,San Francisco,Urban,True,2022-09,,,
CUST-10428,2022-07-03,1.0,288.835165034077,10.0,21.0,43.0,South,Beauty & Personal Care,Face Wash,SKU-4408,4.0,4.0,20.67,2.4599561624458754,46.24,4.52,0.0,Chicago,Urban,True,2022-07,,,
CUST-10244,2022-07-28,3.0,177.08830391313498,6.0,18.0,39.0,East,Home & Kitchen,Blender,SKU-5415,2.0,3.0,71.88,0.7769515778001073,15.52,2.99,1.0,Helena,Rural,False,2022-07,,,
CUST-10409,2023-01-08,1.0,509.57759816207226,4.0,22.0,26.0,North,Books,Science Textbook,SKU-8694,3.0,3.0,40.37,1.9934726896819126,44.6,1.66,0.0,San Francisco,Urban,False,2023-01,,,
CUST-10464,2023-02-05,1.0,359.4016244642244,5.0,24.0,25.0,Central,Sports & Outdoors,Yoga Mat,SKU-5363,3.0,5.0,67.38,0.8644915420658049,51.82,4.97,0.0,Helena,Rural,True,2023-02,,,
CUST-10225,2022-12-30,1.0,407.2393085853198,4.0,36.0,33.0,South,Home & Kitchen,Vacuum Cleaner,SKU-5257,5.0,5.0,56.42,2.856075480085897,13.84,2.76,0.0,Chicago,Urban,False,2022-12,,,
CUST-10453,2022-04-23,1.0,249.71280553905845,2.0,24.0,42.0,West,Beauty & Personal Care,Shampoo,SKU-9081,4.0,4.0,36.56,0.7644627658078269,43.98,3.65,0.0,Boise,Rural,True,2022-04,,,
CUST-10232,2023-05-18,1.0,285.0894085739985,3.0,37.0,45.0,West,Toys & Games,RC Car,SKU-7193,2.0,5.0,60.69,1.8399124312869513,34.56,4.41,1.0,New York,Urban,False,2023-05,,,
CUST-10262,2022-11-19,1.0,463.1271016335695,4.0,14.0,63.0,West,Electronics,Tablet,SKU-5614,5.0,2.0,35.89,0.6385824997535863,20.71,4.13,0.0,Helena,Rural,False,2022-11,,,
CUST-10057,2022-04-22,1.0,160.83684140364016,3.0,32.0,61.0,Central,Toys & Games,RC Car,SKU-5963,1.0,4.0,84.5,1.0794531453620093,50.96,1.22,1.0,Boise,Rural,False,2022-04,,,
CUST-10441,2022-03-05,1.0,163.75167860312348,6.0,28.0,36.0,South,Clothing,Jacket,SKU-7496,2.0,4.0,64.41,0.8159756678975989,33.39,3.18,1.0,Helena,Rural,True,2022-03,,,
CUST-10073,2022-06-11,2.0,168.3597181840949,4.0,35.0,30.0,North,Beauty & Personal Care,Shampoo,SKU-3688,2.0,4.0,71.91,0.971896339047126,48.42,2.45,1.0,Helena,Rural,False,2022-06,,,
CUST-10297,2022-09-12,2.0,273.35645459120923,4.0,29.0,61.0,North,Toys & Games,RC Car,SKU-4743,3.0,4.0,40.41,1.0966876623954616,41.27,1.81,0.0,Helena,Rural,False,2022-09,,,
CUST-10028,2023-02-13,1.0,389.1098418259612,4.0,35.0,27.0,North,Toys & Games,Puzzle,SKU-1402,1.0,4.0,80.65,1.742793016625841,56.62,2.16,1.0,New York,Urban,True,2023-02,,,
CUST-10052,2022-04-16,2.0,205.91115291757848,3.0,34.0,43.0,North,Home & Kitchen,Cookware Set,SKU-2593,3.0,4.0,63.22,0.8113570272212861,36.09,3.92,0.0,Helena,Rural,True,2022-04,,,
CUST-10156,2022-11-24,1.0,384.06226506372775,4.0,35.0,47.0,North,Electronics,Laptop,SKU-6458,2.0,5.0,81.91,1.059051263980422,11.13,2.28,1.0,Helena,Rural,False,2022-11,,,
CUST-10150,2023-03-05,1.0,153.00583658300368,3.0,35.0,32.0,South,Home & Kitchen,Vacuum Cleaner,SKU-6646,1.0,3.0,89.86,1.128593990950196,39.4,1.13,1.0,Boise,Rural,True,2023-03,,,
CUST-10186,2022-06-14,2.0,237.27907042204964,2.0,23.0,28.0,Central,Clothing,T-Shirt,SKU-2184,1.0,3.0,83.45,0.8689394118322287,29.42,2.53,1.0,Helena,Rural,False,2022-06,,,
CUST-10218,2022-06-28,1.0,245.23155751724727,2.0,37.0,36.0,Central,Sports & Outdoors,Running Shoes,SKU-8011,1.0,3.0,88.87,0.7610283099190547,43.54,1.82,1.0,Boise,Rural,False,2022-06,,,
CUST-10201,2022-04-27,2.0,140.78465902114473,2.0,26.0,42.0,West,Beauty & Personal Care,Shampoo,SKU-7056,4.0,3.0,58.56,0.9894098801229217,19.28,1.99,0.0,Boise,Rural,True,2022-04,,,
CUST-10111,2023-02-09,1.0,379.890040752722,5.0,27.0,18.0,North,Beauty & Personal Care,Shampoo,SKU-8464,1.0,4.0,83.12,1.779355557389991,54.55,4.74,1.0,Chicago,Urban,True,2023-02,,,
CUST-10143,2023-06-17,2.0,273.4221656605871,6.0,30.0,37.0,West,Home & Kitchen,Blender,SKU-8169,2.0,3.0,79.73,1.6795688729243052,48.01,4.35,1.0,Dallas,Urban,False,2023-06,,,
CUST-10191,2022-06-25,2.0,420.00691624884746,6.0,12.0,61.0,East,Toys & Games,RC Car,SKU-4773,1.0,5.0,88.77,2.337102281502064,12.12,3.1,1.0,San Francisco,Urban,False,2022-06,,,
CUST-10241,2022-07-05,2.0,417.6624135879003,1.0,11.0,45.0,South,Electronics,Laptop,SKU-8531,4.0,3.0,56.89,2.0582053545408376,40.48,4.11,0.0,San Francisco,Urban,True,2022-07,,,
CUST-10192,2023-03-28,3.0,298.68945048385604,6.0,10.0,58.0,Central,Sports & Outdoors,Dumbbells,SKU-5571,3.0,3.0,45.59,2.8321627311770543,44.77,4.05,0.0,Chicago,Urban,True,2023-03,,,
CUST-10292,2022-04-27,4.0,306.3675623825756,8.0,19.0,22.0,South,Electronics,Laptop,SKU-5349,3.0,4.0,56.26,1.5579137367016247,32.46,2.44,0.0,New York,Urban,True,2022-04,,,
CUST-10147,2023-07-26,2.0,182.0079672381926,10.0,28.0,21.0,East,Beauty & Personal Care,Shampoo,SKU-5800,3.0,2.0,43.62,1.0734688025650705,46.49,2.32,0.0,Dover,Rural,False,2023-07,,,
CUST-10126,2022-06-04,4.0,285.9738736955965,4.0,26.0,30.0,South,Books,Fiction Novel,SKU-7953,4.0,4.0,28.59,2.0658009522714944,56.3,4.2,0.0,Dallas,Urban,True,2022-06,,,
CUST-10112,2022-06-26,3.0,224.68159842585345,3.0,21.0,41.0,East,Home & Kitchen,Vacuum Cleaner,SKU-5543,4.0,4.0,24.16,1.1758122409023306,31.69,4.17,0.0,Helena,Rural,False,2022-06,,,
CUST-10193,2023-07-01,2.0,344.15394422807134,6.0,10.0,58.0,South,Toys & Games,Puzzle,SKU-5127,1.0,3.0,84.84,2.6045498828719627,27.2,2.74,1.0,Chicago,Urban,False,2023-07,,,
CUST-10296,2022-10-23,3.0,441.4918818236167,6.0,21.0,50.0,South,Books,Fiction Novel,SKU-7360,4.0,2.0,40.46,2.872245249523002,55.02,2.68,0.0,Dallas,Urban,True,2022-10,,,
CUST-10463,2022-11-27,1.0,497.23670175518686,3.0,26.0,57.0,South,Home & Kitchen,Vacuum Cleaner,SKU-5758,3.0,4.0,63.33,1.9756898845502526,47.04,3.07,1.0,Chicago,Urban,False,2022-11,,,
CUST-10215,2022-09-05,3.0,407.45063425423353,2.0,33.0,33.0,East,Toys & Games,Board Game,SKU-6518,3.0,2.0,43.13,1.6439809124563942,53.52,2.52,0.0,New York,Urban,True,2022-09,,,
CUST-10157,2023-05-21,1.0,270.69997487611295,2.0,12.0,57.0,West,Electronics,Laptop,SKU-4174,1.0,3.0,80.34,2.6795931038798058,11.71,4.04,1.0,San Francisco,Urban,False,2023-05,,,
CUST-10259,2022-11-02,1.0,491.0173341916257,5.0,20.0,25.0,North,Home & Kitchen,Cookware Set,SKU-5822,3.0,3.0,64.34,1.9663174629910698,18.79,1.08,1.0,Chicago,Urban,True,2022-11,,,
CUST-10286,2022-05-15,1.0,225.17721204859845,6.0,26.0,49.0,Central,Sports & Outdoors,Dumbbells,SKU-7679,3.0,3.0,56.23,0.8051469736799391,33.3,1.01,0.0,Boise,Rural,True,2022-05,,,
CUST-10218,2022-08-01,3.0,371.2331076781937,4.0,32.0,31.0,East,Electronics,Tablet,SKU-8323,1.0,4.0,87.41,2.415419873303116,31.92,2.73,1.0,San Francisco,Urban,False,2022-08,,,
CUST-10031,2023-05-09,3.0,418.7189819625134,7.0,35.0,58.0,South,Clothing,Jeans,SKU-5402,4.0,4.0,23.48,2.536655408671283,31.69,1.52,0.0,Chicago,Urban,False,2023-05,,,
CUST-10499,2022-05-25,1.0,181.4557249971772,12.0,12.0,40.0,West,Books,Fiction Novel,SKU-7734,1.0,4.0,89.6,0.7830949305323234,43.14,3.17,1.0,Dover,Rural,True,2022-05,,,
CUST-10127,2022-12-10,3.0,368.3935833772609,2.0,17.0,54.0,Central,Clothing,Jacket,SKU-8120,3.0,3.0,87.88,1.184525440220288,41.48,2.37,1.0,Helena,Rural,True,2022-12,,,
CUST-10187,2022-10-06,2.0,202.9535787207619,6.0,29.0,34.0,North,Beauty & Personal Care,Perfume,SKU-5383,4.0,3.0,33.2,0.654111034348642,15.19,1.44,0.0,Helena,Rural,False,2022-10,,,
CUST-10097,2022-05-08,2.0,313.69045887951967,4.0,13.0,23.0,West,Sports & Outdoors,Running Shoes,SKU-1551,4.0,5.0,40.11,1.612470690971085,38.68,1.4,0.0,New York,Urban,False,2022-05,,,
CUST-10273,2022-04-16,1.0,350.02762089059365,5.0,30.0,18.0,East,Beauty & Personal Care,Face Wash,SKU-6943,4.0,4.0,34.55,2.2255460153841753,59.64,3.62,0.0,New York,Urban,True,2022-04,,,
CUST-10435,2022-06-02,1.0,179.24913689733458,3.0,31.0,48.0,Central,Sports & Outdoors,Yoga Mat,SKU-4857,4.0,5.0,25.74,1.1435314087886694,53.12,4.7,0.0,Helena,Rural,False,2022-06,,,
CUST-10024,2023-05-27,2.0,311.67367332763035,7.0,16.0,33.0,East,Sports & Outdoors,Dumbbells,SKU-9573,1.0,4.0,87.8,1.9421665617083144,27.3,3.3,1.0,Dallas,Urban,False,2023-05,,,
CUST-10103,2022-09-20,1.0,294.6292809795585,4.0,23.0,62.0,East,Sports & Outdoors,Yoga Mat,SKU-7589,1.0,4.0,84.43,2.649392382342439,40.67,4.52,1.0,Dallas,Urban,False,2022-09,,,
CUST-10046,2022-10-04,2.0,390.258268664197,10.0,23.0,61.0,South,Books,Cookbook,SKU-1038,4.0,4.0,56.25,2.314076833243048,46.07,1.38,0.0,Chicago,Urban,False,2022-10,,,
CUST-10106,2023-06-17,3.0,159.12464528222904,5.0,13.0,58.0,South,Beauty & Personal Care,Shampoo,SKU-9499,2.0,4.0,79.97,0.5649001047061005,56.62,1.56,1.0,Boise,Rural,False,2023-06,,,
CUST-10190,2023-05-06,2.0,292.8400289198424,3.0,25.0,47.0,North,Beauty & Personal Care,Perfume,SKU-6367,4.0,4.0,37.88,2.2594305647047883,34.65,3.27,0.0,Chicago,Urban,False,2023-05,,,
CUST-10116,2023-02-04,2.0,372.7224276868002,10.0,33.0,40.0,North,Electronics,Laptop,SKU-8366,1.0,4.0,85.47,1.0142284800590402,48.59,2.81,1.0,Boise,Rural,False,2023-02,,,
CUST-10231,2022-12-14,3.0,592.5042824252281,7.0,38.0,34.0,Central,Electronics,Laptop,SKU-8765,4.0,3.0,79.61,1.689915503852872,39.64,3.61,1.0,Chicago,Urban,True,2022-12,,,
CUST-10286,2022-11-09,2.0,548.5014694291406,5.0,31.0,37.0,North,Home & Kitchen,Vacuum Cleaner,SKU-3788,3.0,4.0,80.3,1.591330088677703,41.83,3.93,1.0,Chicago,Urban,True,2022-11,,,
CUST-10048,2023-02-20,1.0,278.69078508396365,8.0,39.0,56.0,East,Electronics,Tablet,SKU-3415,4.0,5.0,32.69,1.0751942916340167,32.56,2.72,0.0,Boise,Rural,False,2023-02,,,
CUST-10120,2022-03-23,2.0,223.2436567864596,5.0,10.0,61.0,East,Toys & Games,RC Car,SKU-9461,2.0,5.0,70.19,2.1662282436212754,59.08,1.18,1.0,New York,Urban,False,2022-03,,,
CUST-10262,2023-08-04,4.0,330.4284915974333,5.0,26.0,29.0,West,Home & Kitchen,Vacuum Cleaner,SKU-7673,2.0,4.0,74.35,2.5317806363611104,13.67,3.73,1.0,New York,Urban,False,2023-08,,,
CUST-10057,2022-06-08,2.0,208.94183662257936,4.0,34.0,31.0,East,Toys & Games,RC Car,SKU-6311,3.0,4.0,55.99,0.9536462374765446,37.79,3.47,0.0,Dover,Rural,True,2022-06,,,
CUST-10010,2022-08-27,2.0,212.6173814057537,9.0,19.0,35.0,East,Toys & Games,Puzzle,SKU-3258,4.0,3.0,56.65,1.1699863106180977,15.72,2.05,0.0,Boise,Rural,False,2022-08,,,
CUST-10290,2022-10-09,2.0,366.2435640866151,10.0,31.0,23.0,Central,Sports & Outdoors,Dumbbells,SKU-1740,2.0,4.0,65.52,1.9477862193313835,34.3,1.04,1.0,New York,Urban,False,2022-10,,,
CUST-10231,2023-05-16,2.0,219.15096322316865,2.0,25.0,32.0,East,Sports & Outdoors,Dumbbells,SKU-4920,4.0,4.0,22.23,2.7846737216672075,30.01,1.2,0.0,Dallas,Urban,False,2023-05,,,
CUST-10151,2023-01-19,1.0,302.95445335656416,4.0,25.0,54.0,Central,Toys & Games,Board Game,SKU-8699,2.0,5.0,75.55,0.9215863171695106,16.16,4.51,1.0,Helena,Rural,False,2023-01,,,
CUST-10217,2023-07-29,2.0,396.448423160653,2.0,35.0,36.0,Central,Sports & Outdoors,Yoga Mat,SKU-3656,2.0,4.0,79.82,1.664556984969725,47.19,4.63,1.0,San Francisco,Urban,False,2023-07,,,
CUST-10059,2022-03-16,2.0,274.3570482558372,6.0,17.0,34.0,South,Sports & Outdoors,Running Shoes,SKU-6310,3.0,4.0,62.7,2.721323868565592,29.83,4.25,0.0,Chicago,Urban,True,2022-03,,,
CUST-10228,2023-01-30,1.0,256.76705434514275,3.0,38.0,36.0,East,Beauty & Personal Care,Face Wash,SKU-9012,1.0,4.0,84.99,1.0215288172797008,15.01,3.43,1.0,Dover,Rural,False,2023-01,,,
CUST-10049,2022-11-13,2.0,674.6707165174985,1.0,16.0,62.0,North,Sports & Outdoors,Running Shoes,SKU-1764,5.0,5.0,49.38,1.880246302559028,30.58,4.24,0.0,San Francisco,Urban,False,2022-11,,,
CUST-10061,2023-07-10,1.0,246.46574932499843,7.0,37.0,60.0,West,Electronics,Tablet,SKU-3063,1.0,4.0,81.39,1.699662435785155,14.45,2.28,1.0,Chicago,Urban,True,2023-07,,,
CUST-10002,2022-08-07,3.0,280.1921726340663,1.0,15.0,49.0,East,Toys & Games,RC Car,SKU-5944,2.0,4.0,62.55,1.7400601256304258,27.68,4.58,1.0,Dallas,Urban,True,2022-08,,,
CUST-10251,2023-06-18,3.0,313.8073717377408,5.0,25.0,61.0,Central,Electronics,Tablet,SKU-5474,2.0,5.0,60.56,2.154134096058627,26.67,1.44,1.0,New York,Urban,True,2023-06,,,
CUST-10206,2023-03-15,1.0,341.8975672088671,4.0,29.0,52.0,South,Toys & Games,RC Car,SKU-6809,4.0,2.0,53.97,1.68907017052063,45.33,4.52,0.0,Dallas,Urban,False,2023-03,,,
CUST-10025,2023-08-27,2.0,455.3894048204565,8.0,25.0,28.0,Central,Electronics,Smartphone,SKU-5697,2.0,5.0,64.06,1.8179310068775996,12.49,4.01,1.0,San Francisco,Urban,False,2023-08,,,
CUST-10186,2023-05-01,4.0,243.3500024721768,5.0,16.0,18.0,Central,Toys & Games,Puzzle,SKU-9102,3.0,3.0,62.39,2.1383348826905917,48.44,3.34,0.0,New York,Urban,False,2023-05,,,
CUST-10051,2022-11-23,3.0,478.83786597603927,4.0,18.0,28.0,Central,Clothing,Jacket,SKU-1700,4.0,5.0,67.17,0.5293547686805928,27.1,1.95,0.0,Boise,Rural,True,2022-11,,,
CUST-10082,2023-04-21,1.0,315.94858531140625,1.0,23.0,26.0,South,Books,Fiction Novel,SKU-6568,1.0,4.0,80.56,2.1393524635865164,36.78,2.61,1.0,Dallas,Urban,True,2023-04,,,
CUST-10076,2022-08-15,2.0,306.45027127236426,4.0,20.0,39.0,West,Toys & Games,Board Game,SKU-1443,2.0,4.0,61.33,2.8533990724681044,37.31,2.92,1.0,New York,Urban,True,2022-08,,,
CUST-10074,2022-04-12,2.0,149.91977392518288,2.0,35.0,41.0,West,Clothing,T-Shirt,SKU-6149,3.0,5.0,63.2,1.165797396297514,40.89,2.61,0.0,Dover,Rural,False,2022-04,,,
CUST-10047,2022-12-10,1.0,491.04203990637865,5.0,35.0,38.0,North,Electronics,Smartphone,SKU-4084,5.0,2.0,46.57,0.803957789192559,13.1,4.34,0.0,Boise,Rural,False,2022-12,,,
CUST-10498,2023-04-01,1.0,274.1143475340039,4.0,23.0,59.0,North,Sports & Outdoors,Yoga Mat,SKU-9129,4.0,3.0,31.72,2.6806655881660175,56.93,3.79,0.0,New York,Urban,False,2023-04,,,
CUST-10206,2022-03-12,2.0,331.3048345176029,4.0,16.0,60.0,South,Home & Kitchen,Blender,SKU-5065,1.0,4.0,87.21,2.0938024846185748,19.64,4.92,1.0,Dallas,Urban,False,2022-03,,,
CUST-10065,2022-12-27,1.0,449.5577128950919,2.0,10.0,21.0,North,Sports & Outdoors,Yoga Mat,SKU-8996,5.0,4.0,28.0,0.5876179538946091,36.8,3.73,0.0,Dover,Rural,False,2022-12,,,
CUST-10015,2022-11-08,2.0,521.8500528054047,5.0,35.0,36.0,North,Sports & Outdoors,Dumbbells,SKU-2226,3.0,4.0,62.22,2.85860601957724,54.45,1.97,1.0,Chicago,Urban,False,2022-11,,,
CUST-10038,2023-07-12,2.0,166.02043867752795,3.0,34.0,59.0,Central,Clothing,T-Shirt,SKU-2725,2.0,2.0,60.49,0.8444097342301191,21.97,4.49,1.0,Helena,Rural,True,2023-07,,,
CUST-10234,2022-04-04,1.0,167.11975012320462,6.0,22.0,51.0,West,Sports & Outdoors,Running Shoes,SKU-4936,3.0,3.0,59.56,1.168660573861902,19.32,1.63,0.0,Boise,Rural,False,2022-04,,,
CUST-10364,2022-05-29,1.0,330.20428621841154,6.0,29.0,31.0,North,Home & Kitchen,Blender,SKU-1923,3.0,3.0,63.48,1.8134520510210665,30.08,4.31,0.0,San Francisco,Urban,True,2022-05,,,
CUST-10009,2023-04-22,2.0,296.2906876982006,5.0,12.0,52.0,South,Clothing,Jeans,SKU-7389,2.0,3.0,62.01,1.6706582955664027,58.56,1.35,1.0,Dallas,Urban,True,2023-04,,,
CUST-10187,2022-06-23,3.0,183.91742556607883,5.0,29.0,18.0,East,Sports & Outdoors,Running Shoes,SKU-4936,1.0,4.0,89.87,0.9182859827351572,29.24,4.58,1.0,Boise,Rural,True,2022-06,,,
CUST-10242,2022-09-12,1.0,322.9851768271988,4.0,13.0,39.0,East,Books,Cookbook,SKU-7668,4.0,5.0,59.23,1.6611182447614639,42.02,4.9,0.0,New York,Urban,True,2022-09,,,
CUST-10271,2023-07-14,1.0,334.1588701133624,5.0,38.0,48.0,East,Electronics,Laptop,SKU-1375,3.0,5.0,59.52,1.5960060376795695,14.88,2.03,0.0,Dallas,Urban,False,2023-07,,,
CUST-10232,2023-07-06,3.0,176.16798007601483,7.0,35.0,21.0,North,Sports & Outdoors,Dumbbells,SKU-1304,1.0,5.0,81.81,0.5669411557584036,37.95,4.99,1.0,Helena,Rural,True,2023-07,,,
CUST-10134,2022-05-14,2.0,179.39859693954375,9.0,20.0,18.0,North,Sports & Outdoors,Running Shoes,SKU-8324,2.0,3.0,76.28,0.6611322061377871,35.06,4.74,1.0,Dover,Rural,True,2022-05,,,
CUST-10158,2023-04-17,2.0,247.401876792712,5.0,11.0,33.0,North,Sports & Outdoors,Dumbbells,SKU-1566,2.0,4.0,72.08,2.0169739019699886,33.33,3.22,1.0,Chicago,Urban,False,2023-04,,,
CUST-10094,2023-03-11,1.0,352.7505988271316,4.0,23.0,33.0,Central,Electronics,Tablet,SKU-1094,1.0,3.0,88.9,1.8301468133771182,42.87,2.48,1.0,New York,Urban,True,2023-03,,,
CUST-10471,2023-04-24,1.0,267.8581230607759,4.0,21.0,53.0,South,Electronics,Laptop,SKU-2513,2.0,3.0,78.96,2.5210475610787277,46.8,4.85,1.0,Chicago,Urban,False,2023-04,,,
CUST-10155,2022-12-02,1.0,779.9963702815558,3.0,39.0,37.0,North,Sports & Outdoors,Yoga Mat,SKU-7470,5.0,4.0,41.05,1.5744032568114317,46.92,4.79,0.0,San Francisco,Urban,False,2022-12,,,
